family,wnid,pred_wnid,in_group,n,true_name,pred_name,n_total_wrong,pct_of_class_errors
ViT,n04179913,n03445924,False,1,sewing_machine,golfcart,987,0.1
CNN,n03777754,n04204238,False,1,modem,shopping_basket,1809,0.1
CNN,n03777754,n04208210,False,1,modem,shovel,1809,0.1
CNN,n03777754,n04209133,False,1,modem,shower_cap,1809,0.1
ViT,n04179913,n03208938,True,1,sewing_machine,disk_brake,987,0.1
ViT,n04179913,n03223299,False,1,sewing_machine,doormat,987,0.1
ViT,n04179913,n03249569,False,1,sewing_machine,drum,987,0.1
ViT,n04179913,n03325584,False,1,sewing_machine,feather_boa,987,0.1
ViT,n04179913,n03344393,False,1,sewing_machine,fireboat,987,0.1
ViT,n04179913,n03376595,False,1,sewing_machine,folding_chair,987,0.1
ViT,n04179913,n03379051,False,1,sewing_machine,football_helmet,987,0.1
ViT,n04179913,n03388549,False,1,sewing_machine,four-poster,987,0.1
CNN,n03777754,n04435653,False,1,modem,tile_roof,1809,0.1
CNN,n03777754,n04447861,False,1,modem,toilet_seat,1809,0.1
CNN,n03777754,n04515003,False,1,modem,upright,1809,0.1
CNN,n03777754,n04532106,False,1,modem,vestment,1809,0.1
CNN,n03777754,n04536866,False,1,modem,violin,1809,0.1
CNN,n03777754,n04557648,False,1,modem,water_bottle,1809,0.1
CNN,n03777754,n04560804,False,1,modem,water_jug,1809,0.1
ViT,n04179913,n03207941,True,1,sewing_machine,dishwasher,987,0.1
CNN,n03782006,n01496331,False,1,monitor,electric_ray,2036,0.0
CNN,n03782006,n01498041,False,1,monitor,stingray,2036,0.0
CNN,n03782006,n01518878,False,1,monitor,ostrich,2036,0.0
CNN,n03782006,n01530575,False,1,monitor,brambling,2036,0.0
CNN,n03777754,n04409515,False,1,modem,tennis_ball,1809,0.1
CNN,n03777754,n04417672,False,1,modem,thatch,1809,0.1
CNN,n03777754,n04423845,False,1,modem,thimble,1809,0.1
CNN,n03777754,n04429376,False,1,modem,throne,1809,0.1
CNN,n03777754,n04033995,False,1,modem,quilt,1809,0.1
CNN,n03777754,n04037443,False,1,modem,racer,1809,0.1
CNN,n03777754,n04039381,False,1,modem,racket,1809,0.1
CNN,n03777754,n04099969,False,1,modem,rocking_chair,1809,0.1
CNN,n03777754,n04111531,True,1,modem,rotisserie,1809,0.1
CNN,n03777754,n04118538,False,1,modem,rugby_ball,1809,0.1
CNN,n03777754,n04120489,False,1,modem,running_shoe,1809,0.1
CNN,n03777754,n04133789,False,1,modem,sandal,1809,0.1
ViT,n04179913,n03657121,False,1,sewing_machine,lens_cap,987,0.1
ViT,n04179913,n03662601,False,1,sewing_machine,lifeboat,987,0.1
ViT,n04179913,n03666591,True,1,sewing_machine,lighter,987,0.1
ViT,n04179913,n03676483,False,1,sewing_machine,lipstick,987,0.1
ViT,n04179913,n03690938,False,1,sewing_machine,lotion,987,0.1
CNN,n03777754,n03982430,False,1,modem,pool_table,1809,0.1
CNN,n03777754,n03992509,True,1,modem,potter's_wheel,1809,0.1
CNN,n03777754,n04019541,True,1,modem,puck,1809,0.1
CNN,n03777754,n04371774,True,1,modem,swing,1809,0.1
ViT,n04179913,n03461385,False,1,sewing_machine,grocery_store,987,0.1
ViT,n04179913,n03482405,False,1,sewing_machine,hamper,987,0.1
ViT,n04179913,n03494278,False,1,sewing_machine,harmonica,987,0.1
ViT,n04179913,n03496892,True,1,sewing_machine,harvester,987,0.1
ViT,n04179913,n03529860,False,1,sewing_machine,home_theater,987,0.1
ViT,n04179913,n03627232,True,1,sewing_machine,knot,987,0.1
ViT,n04179913,n03642806,True,1,sewing_machine,laptop,987,0.1
CNN,n03777754,n04235860,False,1,modem,sleeping_bag,1809,0.1
CNN,n03777754,n04252225,False,1,modem,snowplow,1809,0.1
CNN,n03777754,n04254777,False,1,modem,sock,1809,0.1
CNN,n03777754,n04275548,True,1,modem,spider_web,1809,0.1
CNN,n03777754,n04347754,False,1,modem,submarine,1809,0.1
CNN,n03777754,n04356056,True,1,modem,sunglasses,1809,0.1
CNN,n03777754,n04357314,False,1,modem,sunscreen,1809,0.1
CNN,n03777754,n04366367,False,1,modem,suspension_bridge,1809,0.1
CNN,n03777754,n03590841,True,1,modem,jack-o'-lantern,1809,0.1
CNN,n03777754,n03594734,False,1,modem,jean,1809,0.1
CNN,n03777754,n03595614,False,1,modem,jersey,1809,0.1
CNN,n03777754,n03658185,False,1,modem,letter_opener,1809,0.1
CNN,n03777754,n03676483,False,1,modem,lipstick,1809,0.1
CNN,n03777754,n03729826,False,1,modem,matchstick,1809,0.1
CNN,n03777754,n03733281,True,1,modem,maze,1809,0.1
CNN,n03777754,n03733805,False,1,modem,measuring_cup,1809,0.1
ViT,n04179913,n03787032,False,1,sewing_machine,mortarboard,987,0.1
ViT,n04179913,n03792782,False,1,sewing_machine,mountain_bike,987,0.1
ViT,n04179913,n03814906,False,1,sewing_machine,necklace,987,0.1
ViT,n04179913,n03838899,False,1,sewing_machine,oboe,987,0.1
ViT,n04179913,n03841143,True,1,sewing_machine,odometer,987,0.1
ViT,n04179913,n03888257,True,1,sewing_machine,parachute,987,0.1
ViT,n04179913,n03902125,True,1,sewing_machine,pay-phone,987,0.1
ViT,n04179913,n03903868,False,1,sewing_machine,pedestal,987,0.1
ViT,n04179913,n03720891,False,1,sewing_machine,maraca,987,0.1
ViT,n04179913,n03724870,False,1,sewing_machine,mask,987,0.1
ViT,n04179913,n03733281,True,1,sewing_machine,maze,987,0.1
ViT,n04179913,n03733805,False,1,sewing_machine,measuring_cup,987,0.1
ViT,n04179913,n03742115,False,1,sewing_machine,medicine_chest,987,0.1
ViT,n04179913,n03775071,False,1,sewing_machine,mitten,987,0.1
ViT,n04179913,n03777568,False,1,sewing_machine,Model_T,987,0.1
ViT,n04179913,n03785016,False,1,sewing_machine,moped,987,0.1
CNN,n03777754,n04146614,False,1,modem,school_bus,1809,0.1
CNN,n03777754,n03873416,False,1,modem,paddle,1809,0.1
CNN,n03777754,n03891251,False,1,modem,park_bench,1809,0.1
CNN,n03777754,n03916031,False,1,modem,perfume,1809,0.1
CNN,n03777754,n03920288,False,1,modem,Petri_dish,1809,0.1
CNN,n03777754,n03935335,False,1,modem,piggy_bank,1809,0.1
CNN,n03777754,n03942813,False,1,modem,ping-pong_ball,1809,0.1
CNN,n03777754,n03976657,False,1,modem,pole,1809,0.1
ViT,n04179913,n04040759,True,1,sewing_machine,radiator,987,0.1
ViT,n04179913,n04065272,False,1,sewing_machine,recreational_vehicle,987,0.1
ViT,n04179913,n04067472,True,1,sewing_machine,reel,987,0.1
CNN,n03777754,n03000134,False,1,modem,chainlink_fence,1809,0.1
CNN,n03777754,n03016953,False,1,modem,chiffonier,1809,0.1
CNN,n03777754,n03110669,False,1,modem,cornet,1809,0.1
CNN,n03777754,n03134739,False,1,modem,croquet_ball,1809,0.1
CNN,n03777754,n03146219,False,1,modem,cuirass,1809,0.1
ViT,n04179913,n03942813,False,1,sewing_machine,ping-pong_ball,987,0.1
ViT,n04179913,n03961711,False,1,sewing_machine,plate_rack,987,0.1
ViT,n04179913,n03995372,False,1,sewing_machine,power_drill,987,0.1
ViT,n04179913,n04004767,True,1,sewing_machine,printer,987,0.1
ViT,n04179913,n04008634,False,1,sewing_machine,projectile,987,0.1
ViT,n04179913,n04023962,False,1,sewing_machine,punching_bag,987,0.1
ViT,n04179913,n04026417,False,1,sewing_machine,purse,987,0.1
ViT,n04179913,n04033995,False,1,sewing_machine,quilt,987,0.1
CNN,n03777754,n03482405,False,1,modem,hamper,1809,0.1
CNN,n03777754,n03530642,False,1,modem,honeycomb,1809,0.1
CNN,n03777754,n03534580,False,1,modem,hoopskirt,1809,0.1
ViT,n04179913,n03908714,False,1,sewing_machine,pencil_sharpener,987,0.1
ViT,n04179913,n03916031,False,1,sewing_machine,perfume,987,0.1
ViT,n04179913,n03930313,False,1,sewing_machine,picket_fence,987,0.1
ViT,n04179913,n03933933,True,1,sewing_machine,pier,987,0.1
ViT,n04179913,n03935335,False,1,sewing_machine,piggy_bank,987,0.1
CNN,n03777754,n03791053,False,1,modem,motor_scooter,1809,0.1
CNN,n03777754,n03297495,True,1,modem,espresso_maker,1809,0.1
CNN,n03777754,n03314780,False,1,modem,face_powder,1809,0.1
CNN,n03777754,n03355925,False,1,modem,flagpole,1809,0.1
CNN,n03777754,n03388183,False,1,modem,fountain_pen,1809,0.1
CNN,n03777754,n03445924,False,1,modem,golfcart,1809,0.1
CNN,n03777754,n03447447,False,1,modem,gondola,1809,0.1
CNN,n03777754,n03457902,False,1,modem,greenhouse,1809,0.1
ViT,n04179913,n04326547,False,1,sewing_machine,stone_wall,987,0.1
CNN,n03777754,n02002724,False,1,modem,black_stork,1809,0.1
CNN,n03777754,n02086079,False,1,modem,Pekinese,1809,0.1
CNN,n03777754,n02096177,False,1,modem,cairn,1809,0.1
CNN,n03777754,n02110341,False,1,modem,dalmatian,1809,0.1
CNN,n03777754,n02219486,False,1,modem,ant,1809,0.1
CNN,n03777754,n02264363,False,1,modem,lacewing,1809,0.1
CNN,n03777754,n02268443,False,1,modem,dragonfly,1809,0.1
ViT,n04179913,n04208210,False,1,sewing_machine,shovel,987,0.1
ViT,n04179913,n04228054,True,1,sewing_machine,ski,987,0.1
ViT,n04179913,n04235860,False,1,sewing_machine,sleeping_bag,987,0.1
ViT,n04179913,n04238763,True,1,sewing_machine,slide_rule,987,0.1
ViT,n04179913,n04239074,False,1,sewing_machine,sliding_door,987,0.1
ViT,n04179913,n04254680,False,1,sewing_machine,soccer_ball,987,0.1
ViT,n04179913,n04258138,True,1,sewing_machine,solar_dish,987,0.1
ViT,n04179913,n04310018,False,1,sewing_machine,steam_locomotive,987,0.1
CNN,n03777754,n02910353,True,1,modem,buckle,1809,0.1
CNN,n03777754,n02948072,True,1,modem,candle,1809,0.1
CNN,n03777754,n02951585,False,1,modem,can_opener,1809,0.1
CNN,n03777754,n02966193,True,1,modem,carousel,1809,0.1
CNN,n03777754,n02966687,True,1,modem,carpenter's_kit,1809,0.1
ViT,n04179913,n04131690,False,1,sewing_machine,saltshaker,987,0.1
ViT,n04179913,n04152593,True,1,sewing_machine,screen,987,0.1
ViT,n04179913,n04204238,False,1,sewing_machine,shopping_basket,987,0.1
CNN,n03777754,n03272010,False,1,modem,electric_guitar,1809,0.1
CNN,n03777754,n02823428,False,1,modem,beer_bottle,1809,0.1
CNN,n03777754,n02841315,True,1,modem,binoculars,1809,0.1
CNN,n03777754,n02865351,False,1,modem,bolo_tie,1809,0.1
CNN,n03777754,n02870880,False,1,modem,bookcase,1809,0.1
CNN,n03777754,n02877765,False,1,modem,bottlecap,1809,0.1
CNN,n03777754,n02895154,False,1,modem,breastplate,1809,0.1
CNN,n03777754,n02909870,False,1,modem,bucket,1809,0.1
ViT,n04179913,n04442312,True,1,sewing_machine,toaster,987,0.1
ViT,n04179913,n04456115,True,1,sewing_machine,torch,987,0.1
ViT,n04179913,n04505470,True,1,sewing_machine,typewriter_keyboard,987,0.1
ViT,n04179913,n04509417,False,1,sewing_machine,unicycle,987,0.1
ViT,n04179913,n04517823,True,1,sewing_machine,vacuum,987,0.1
ViT,n04179913,n04525038,False,1,sewing_machine,velvet,987,0.1
CNN,n03770439,n04458633,False,1,miniskirt,totem_pole,1858,0.1
CNN,n03770439,n04465501,False,1,miniskirt,tractor,1858,0.1
CNN,n03777754,n01828970,False,1,modem,bee_eater,1809,0.1
CNN,n03777754,n01943899,False,1,modem,conch,1809,0.1
ViT,n04179913,n04344873,False,1,sewing_machine,studio_couch,987,0.1
ViT,n04179913,n04355338,True,1,sewing_machine,sundial,987,0.1
ViT,n04179913,n04376876,True,1,sewing_machine,syringe,987,0.1
ViT,n04179913,n04392985,True,1,sewing_machine,tape_player,987,0.1
ViT,n04179913,n04399382,False,1,sewing_machine,teddy,987,0.1
ViT,n04179913,n04418357,False,1,sewing_machine,theater_curtain,987,0.1
CNN,n03770439,n07565083,False,1,miniskirt,menu,1858,0.1
CNN,n03770439,n09193705,False,1,miniskirt,alp,1858,0.1
CNN,n03770439,n09428293,False,1,miniskirt,seashore,1858,0.1
CNN,n03770439,n10148035,False,1,miniskirt,groom,1858,0.1
CNN,n03770439,n12267677,False,1,miniskirt,acorn,1858,0.1
CNN,n03777754,n01484850,False,1,modem,great_white_shark,1809,0.1
CNN,n03777754,n01664065,False,1,modem,loggerhead,1809,0.1
CNN,n03777754,n01768244,False,1,modem,trilobite,1809,0.1
CNN,n03777754,n02443484,False,1,modem,black-footed_ferret,1809,0.1
CNN,n03777754,n02483362,False,1,modem,gibbon,1809,0.1
CNN,n03777754,n02489166,False,1,modem,proboscis_monkey,1809,0.1
CNN,n03777754,n02641379,False,1,modem,gar,1809,0.1
CNN,n03777754,n02676566,False,1,modem,acoustic_guitar,1809,0.1
CNN,n03777754,n02690373,False,1,modem,airliner,1809,0.1
CNN,n03777754,n02699494,False,1,modem,altar,1809,0.1
CNN,n03777754,n02747177,False,1,modem,ashcan,1809,0.1
ViT,n04179913,n09332890,False,1,sewing_machine,lakeside,987,0.1
ViT,n04179913,n12144580,False,1,sewing_machine,corn,987,0.1
ViT,n04179913,n12620546,False,1,sewing_machine,hip,987,0.1
ViT,n04179913,n12985857,False,1,sewing_machine,coral_fungus,987,0.1
ViT,n04200800,n01443537,False,1,shoe_shop,goldfish,1096,0.1
ViT,n04200800,n01494475,False,1,shoe_shop,hammerhead,1096,0.1
CNN,n03770439,n04201297,False,1,miniskirt,shoji,1858,0.1
CNN,n03770439,n04204238,False,1,miniskirt,shopping_basket,1858,0.1
ViT,n04179913,n07614500,False,1,sewing_machine,ice_cream,987,0.1
ViT,n04179913,n07730033,False,1,sewing_machine,cardoon,987,0.1
ViT,n04179913,n07880968,False,1,sewing_machine,burrito,987,0.1
ViT,n04179913,n07930864,False,1,sewing_machine,cup,987,0.1
ViT,n04179913,n07932039,False,1,sewing_machine,eggnog,987,0.1
ViT,n04179913,n09193705,False,1,sewing_machine,alp,987,0.1
ViT,n04179913,n09229709,False,1,sewing_machine,bubble,987,0.1
ViT,n04179913,n09246464,False,1,sewing_machine,cliff,987,0.1
CNN,n03770439,n06785654,False,1,miniskirt,crossword_puzzle,1858,0.1
ViT,n04179913,n04562935,False,1,sewing_machine,water_tower,987,0.1
ViT,n04179913,n04590129,False,1,sewing_machine,window_shade,987,0.1
ViT,n04179913,n04591713,False,1,sewing_machine,wine_bottle,987,0.1
ViT,n04179913,n04606251,False,1,sewing_machine,wreck,987,0.1
ViT,n04179913,n06785654,False,1,sewing_machine,crossword_puzzle,987,0.1
ViT,n04179913,n06874185,False,1,sewing_machine,traffic_light,987,0.1
ViT,n04179913,n07248320,False,1,sewing_machine,book_jacket,987,0.1
CNN,n03770439,n04482393,False,1,miniskirt,tricycle,1858,0.1
CNN,n03770439,n04485082,False,1,miniskirt,tripod,1858,0.1
CNN,n03770439,n04515003,False,1,miniskirt,upright,1858,0.1
CNN,n03770439,n04532106,True,1,miniskirt,vestment,1858,0.1
CNN,n03770439,n04579432,False,1,miniskirt,whistle,1858,0.1
CNN,n03770439,n04590129,False,1,miniskirt,window_shade,1858,0.1
CNN,n03770439,n04596742,False,1,miniskirt,wok,1858,0.1
CNN,n03770439,n04606251,False,1,miniskirt,wreck,1858,0.1
ViT,n04200800,n02105641,False,1,shoe_shop,Old_English_sheepdog,1096,0.1
CNN,n03770439,n03891251,False,1,miniskirt,park_bench,1858,0.1
CNN,n03770439,n03929660,False,1,miniskirt,pick,1858,0.1
CNN,n03770439,n03970156,False,1,miniskirt,plunger,1858,0.1
CNN,n03770439,n03991062,False,1,miniskirt,pot,1858,0.1
CNN,n03770439,n04008634,False,1,miniskirt,projectile,1858,0.1
CNN,n03770439,n04009552,False,1,miniskirt,projector,1858,0.1
CNN,n03770439,n04120489,True,1,miniskirt,running_shoe,1858,0.1
ViT,n04200800,n02077923,False,1,shoe_shop,sea_lion,1096,0.1
ViT,n04200800,n02085936,False,1,shoe_shop,Maltese_dog,1096,0.1
ViT,n04200800,n02086646,False,1,shoe_shop,Blenheim_spaniel,1096,0.1
ViT,n04200800,n02088094,False,1,shoe_shop,Afghan_hound,1096,0.1
ViT,n04200800,n02091467,False,1,shoe_shop,Norwegian_elkhound,1096,0.1
ViT,n04200800,n02093647,False,1,shoe_shop,Bedlington_terrier,1096,0.1
ViT,n04200800,n02093859,False,1,shoe_shop,Kerry_blue_terrier,1096,0.1
ViT,n04200800,n02096437,False,1,shoe_shop,Dandie_Dinmont,1096,0.1
ViT,n04200800,n01632777,False,1,shoe_shop,axolotl,1096,0.1
ViT,n04200800,n01704323,False,1,shoe_shop,triceratops,1096,0.1
ViT,n04200800,n01755581,False,1,shoe_shop,diamondback,1096,0.1
ViT,n04200800,n01819313,False,1,shoe_shop,sulphur-crested_cockatoo,1096,0.1
ViT,n04200800,n01924916,False,1,shoe_shop,flatworm,1096,0.1
ViT,n04200800,n01950731,False,1,shoe_shop,sea_slug,1096,0.1
ViT,n04200800,n02058221,False,1,shoe_shop,albatross,1096,0.1
ViT,n04200800,n02066245,False,1,shoe_shop,grey_whale,1096,0.1
CNN,n03770439,n04336792,False,1,miniskirt,stretcher,1858,0.1
CNN,n03770439,n04376876,False,1,miniskirt,syringe,1858,0.1
CNN,n03770439,n04409515,False,1,miniskirt,tennis_ball,1858,0.1
CNN,n03770439,n04417672,False,1,miniskirt,thatch,1858,0.1
CNN,n03770439,n04418357,False,1,miniskirt,theater_curtain,1858,0.1
ViT,n04200800,n01601694,False,1,shoe_shop,water_ouzel,1096,0.1
ViT,n04200800,n01622779,False,1,shoe_shop,great_grey_owl,1096,0.1
ViT,n04200800,n01632458,False,1,shoe_shop,spotted_salamander,1096,0.1
ViT,n04200800,n02443114,False,1,shoe_shop,polecat,1096,0.1
ViT,n04200800,n02483362,False,1,shoe_shop,gibbon,1096,0.1
ViT,n04200800,n02488291,False,1,shoe_shop,langur,1096,0.1
ViT,n04200800,n02500267,False,1,shoe_shop,indri,1096,0.1
ViT,n04200800,n02504013,False,1,shoe_shop,Indian_elephant,1096,0.1
ViT,n04200800,n02676566,False,1,shoe_shop,acoustic_guitar,1096,0.1
CNN,n03770439,n02992529,False,1,miniskirt,cellular_telephone,1858,0.1
CNN,n03770439,n03000684,False,1,miniskirt,chain_saw,1858,0.1
ViT,n04200800,n02113712,False,1,shoe_shop,miniature_poodle,1096,0.1
ViT,n04200800,n02129604,False,1,shoe_shop,tiger,1096,0.1
ViT,n04200800,n02259212,False,1,shoe_shop,leafhopper,1096,0.1
ViT,n04200800,n02264363,False,1,shoe_shop,lacewing,1096,0.1
ViT,n04200800,n02317335,False,1,shoe_shop,starfish,1096,0.1
ViT,n04200800,n02321529,False,1,shoe_shop,sea_cucumber,1096,0.1
ViT,n04200800,n02342885,False,1,shoe_shop,hamster,1096,0.1
ViT,n04200800,n02408429,False,1,shoe_shop,water_buffalo,1096,0.1
CNN,n03770439,n03388183,False,1,miniskirt,fountain_pen,1858,0.1
CNN,n03770439,n03445777,False,1,miniskirt,golf_ball,1858,0.1
CNN,n03770439,n03447447,False,1,miniskirt,gondola,1858,0.1
CNN,n03770439,n03498962,False,1,miniskirt,hatchet,1858,0.1
CNN,n03770439,n03595614,True,1,miniskirt,jersey,1858,0.1
ViT,n04200800,n02107312,False,1,shoe_shop,miniature_pinscher,1096,0.1
ViT,n04200800,n02107683,False,1,shoe_shop,Bernese_mountain_dog,1096,0.1
ViT,n04200800,n02111889,False,1,shoe_shop,Samoyed,1096,0.1
CNN,n03770439,n04146614,False,1,miniskirt,school_bus,1858,0.1
CNN,n03770439,n03697007,False,1,miniskirt,lumbermill,1858,0.1
CNN,n03770439,n03764736,False,1,miniskirt,milk_can,1858,0.1
CNN,n03770439,n03773504,False,1,miniskirt,missile,1858,0.1
CNN,n03770439,n03854065,False,1,miniskirt,organ,1858,0.1
CNN,n03770439,n03887697,True,1,miniskirt,paper_towel,1858,0.1
CNN,n03770439,n03372029,False,1,miniskirt,flute,1858,0.1
CNN,n03770439,n03376595,False,1,miniskirt,folding_chair,1858,0.1
ViT,n04200800,n02870880,False,1,shoe_shop,bookcase,1096,0.1
ViT,n04200800,n02892201,True,1,shoe_shop,brass,1096,0.1
ViT,n04200800,n02916936,False,1,shoe_shop,bulletproof_vest,1096,0.1
ViT,n04200800,n02917067,False,1,shoe_shop,bullet_train,1096,0.1
ViT,n04200800,n02930766,False,1,shoe_shop,cab,1096,0.1
CNN,n03770439,n02113978,False,1,miniskirt,Mexican_hairless,1858,0.1
CNN,n03770439,n02123045,False,1,miniskirt,tabby,1858,0.1
CNN,n03770439,n02167151,False,1,miniskirt,ground_beetle,1858,0.1
ViT,n04200800,n02747177,False,1,shoe_shop,ashcan,1096,0.1
ViT,n04200800,n02776631,True,1,shoe_shop,bakery,1096,0.1
ViT,n04200800,n02782093,False,1,shoe_shop,balloon,1096,0.1
ViT,n04200800,n02799071,False,1,shoe_shop,baseball,1096,0.1
ViT,n04200800,n02804610,False,1,shoe_shop,bassoon,1096,0.1
ViT,n04200800,n02808304,False,1,shoe_shop,bath_towel,1096,0.1
ViT,n04200800,n02825657,False,1,shoe_shop,bell_cote,1096,0.1
ViT,n04200800,n02865351,False,1,shoe_shop,bolo_tie,1096,0.1
CNN,n03770439,n02769748,False,1,miniskirt,backpack,1858,0.1
CNN,n03770439,n02776631,False,1,miniskirt,bakery,1858,0.1
CNN,n03770439,n02783161,False,1,miniskirt,ballpoint,1858,0.1
CNN,n03770439,n02788148,False,1,miniskirt,bannister,1858,0.1
CNN,n03770439,n02790996,False,1,miniskirt,barbell,1858,0.1
CNN,n03770439,n02808440,False,1,miniskirt,bathtub,1858,0.1
CNN,n03770439,n02835271,False,1,miniskirt,bicycle-built-for-two,1858,0.1
CNN,n03770439,n02927161,False,1,miniskirt,butcher_shop,1858,0.1
CNN,n03770439,n03032252,False,1,miniskirt,cinema,1858,0.1
CNN,n03770439,n03047690,True,1,miniskirt,clog,1858,0.1
CNN,n03770439,n03063599,False,1,miniskirt,coffee_mug,1858,0.1
CNN,n03770439,n03089624,False,1,miniskirt,confectionery,1858,0.1
CNN,n03770439,n03126707,False,1,miniskirt,crane,1858,0.1
CNN,n03770439,n03146219,False,1,miniskirt,cuirass,1858,0.1
CNN,n03770439,n03201208,False,1,miniskirt,dining_table,1858,0.1
CNN,n03770439,n02730930,True,1,miniskirt,apron,1858,0.1
CNN,n03770439,n02096294,False,1,miniskirt,Australian_terrier,1858,0.1
CNN,n03770439,n02097658,False,1,miniskirt,silky_terrier,1858,0.1
CNN,n03770439,n02099601,False,1,miniskirt,golden_retriever,1858,0.1
CNN,n03770439,n02099849,False,1,miniskirt,Chesapeake_Bay_retriever,1858,0.1
CNN,n03770439,n02100877,False,1,miniskirt,Irish_setter,1858,0.1
CNN,n03770439,n02101006,False,1,miniskirt,Gordon_setter,1858,0.1
CNN,n03770439,n02101388,False,1,miniskirt,Brittany_spaniel,1858,0.1
CNN,n03770439,n02105251,False,1,miniskirt,briard,1858,0.1
ViT,n04200800,n03000684,False,1,shoe_shop,chain_saw,1096,0.1
ViT,n04200800,n03041632,False,1,shoe_shop,cleaver,1096,0.1
ViT,n04200800,n03075370,False,1,shoe_shop,combination_lock,1096,0.1
ViT,n04200800,n03085013,False,1,shoe_shop,computer_keyboard,1096,0.1
ViT,n04200800,n03124170,False,1,shoe_shop,cowboy_hat,1096,0.1
ViT,n04200800,n03160309,True,1,shoe_shop,dam,1096,0.1
ViT,n04200800,n03187595,False,1,shoe_shop,dial_telephone,1096,0.1
ViT,n04200800,n03207941,False,1,shoe_shop,dishwasher,1096,0.1
CNN,n03770439,n02481823,False,1,miniskirt,chimpanzee,1858,0.1
CNN,n03770439,n02489166,False,1,miniskirt,proboscis_monkey,1858,0.1
CNN,n03770439,n02490219,False,1,miniskirt,marmoset,1858,0.1
CNN,n03770439,n02494079,False,1,miniskirt,squirrel_monkey,1858,0.1
CNN,n03770439,n02504458,False,1,miniskirt,African_elephant,1858,0.1
CNN,n03770439,n02640242,False,1,miniskirt,sturgeon,1858,0.1
CNN,n03770439,n02641379,False,1,miniskirt,gar,1858,0.1
ViT,n04200800,n02978881,False,1,shoe_shop,cassette,1096,0.1
CNN,n03770439,n02236044,False,1,miniskirt,mantis,1858,0.1
CNN,n03770439,n02317335,False,1,miniskirt,starfish,1858,0.1
CNN,n03770439,n02319095,False,1,miniskirt,sea_urchin,1858,0.1
CNN,n03770439,n02321529,False,1,miniskirt,sea_cucumber,1858,0.1
CNN,n03770439,n02389026,False,1,miniskirt,sorrel,1858,0.1
CNN,n03770439,n02403003,False,1,miniskirt,ox,1858,0.1
CNN,n03770439,n02417914,False,1,miniskirt,ibex,1858,0.1
CNN,n03770439,n02443484,False,1,miniskirt,black-footed_ferret,1858,0.1
CNN,n03770439,n01943899,False,1,miniskirt,conch,1858,0.1
CNN,n03770439,n01990800,False,1,miniskirt,isopod,1858,0.1
CNN,n03770439,n02071294,False,1,miniskirt,killer_whale,1858,0.1
CNN,n03770439,n02074367,False,1,miniskirt,dugong,1858,0.1
CNN,n03770439,n02077923,False,1,miniskirt,sea_lion,1858,0.1
CNN,n03770439,n02085620,False,1,miniskirt,Chihuahua,1858,0.1
CNN,n03770439,n02086646,False,1,miniskirt,Blenheim_spaniel,1858,0.1
CNN,n03770439,n02086910,False,1,miniskirt,papillon,1858,0.1
ViT,n04200800,n03452741,False,1,shoe_shop,grand_piano,1096,0.1
ViT,n04200800,n03457902,True,1,shoe_shop,greenhouse,1096,0.1
ViT,n04200800,n03467068,False,1,shoe_shop,guillotine,1096,0.1
ViT,n04200800,n03492542,False,1,shoe_shop,hard_disc,1096,0.1
ViT,n04200800,n03494278,False,1,shoe_shop,harmonica,1096,0.1
ViT,n04200800,n03544143,False,1,shoe_shop,hourglass,1096,0.1
CNN,n03770439,n01774384,False,1,miniskirt,black_widow,1858,0.1
CNN,n03770439,n01829413,False,1,miniskirt,hornbill,1858,0.1
CNN,n03770439,n02113023,False,1,miniskirt,Pembroke,1858,0.1
CNN,n03770439,n02113186,False,1,miniskirt,Cardigan,1858,0.1
ViT,n04200800,n03259280,False,1,shoe_shop,Dutch_oven,1096,0.1
ViT,n04200800,n03290653,False,1,shoe_shop,entertainment_center,1096,0.1
ViT,n04200800,n03297495,False,1,shoe_shop,espresso_maker,1096,0.1
ViT,n04200800,n03372029,False,1,shoe_shop,flute,1096,0.1
ViT,n04200800,n03447447,False,1,shoe_shop,gondola,1096,0.1
ViT,n04200800,n03450230,False,1,shoe_shop,gown,1096,0.1
CNN,n03770439,n02105412,False,1,miniskirt,kelpie,1858,0.1
CNN,n03770439,n02106662,False,1,miniskirt,German_shepherd,1858,0.1
CNN,n03770439,n02107142,False,1,miniskirt,Doberman,1858,0.1
CNN,n03770439,n02108000,False,1,miniskirt,EntleBucher,1858,0.1
CNN,n03770439,n02108089,False,1,miniskirt,boxer,1858,0.1
CNN,n03770439,n02111277,False,1,miniskirt,Newfoundland,1858,0.1
CNN,n03770439,n02112137,False,1,miniskirt,chow,1858,0.1
CNN,n03770439,n02112706,False,1,miniskirt,Brabancon_griffon,1858,0.1
CNN,n03742115,n09472597,False,1,medicine_chest,volcano,1884,0.1
CNN,n03770439,n01440764,False,1,miniskirt,tench,1858,0.1
CNN,n03770439,n01582220,False,1,miniskirt,magpie,1858,0.1
CNN,n03770439,n01622779,False,1,miniskirt,great_grey_owl,1858,0.1
CNN,n03770439,n01632777,False,1,miniskirt,axolotl,1858,0.1
CNN,n03770439,n01675722,False,1,miniskirt,banded_gecko,1858,0.1
CNN,n03770439,n01687978,False,1,miniskirt,agama,1858,0.1
CNN,n03770439,n01692333,False,1,miniskirt,Gila_monster,1858,0.1
